x1,x2,x3
0.021627263048061496,-0.180704320445179,-0.10299634447433928
0.06972186241100191,-0.09646311969109081,0.19408567857596026
-0.019468065459735735,-0.02199501531746622,0.10429852362692327
-0.16405078737497458,-0.0018459542450806649,-0.01734577863213252
-0.007489252305736402,-0.1668128743289086,-0.03341752395267622
0.1571866901810469,-0.08109566322581453,0.06079825187278471
-0.08180663715894562,0.15884290526532863,-0.02390439894324434
-0.0985993582348764,0.014612475919085226,0.12659583601649016
0.11117304765127277,0.09738610971069445,0.03472985063242471
0.14888830070453055,-0.008576603897594882,0.058796586330630424
-0.06415011918054081,0.05949794068131785,-0.16144703738223415
0.006026800324410304,0.12700831460184195,-0.050668168611449786
-0.0076574889470346925,-0.15307881580889984,0.022261179721340615
0.07989109792079484,0.0023086874326053042,0.032071948776560284
0.060163596148993415,-0.037546042737643864,0.30014070687728883
-0.0017188760980803575,0.013465978501050364,0.10551925963063925
0.0731217447114154,-0.05801420759448634,-0.09193661715339711
0.05845359874241871,0.06576867196639082,-0.03358949087375277
0.05070493000530723,-0.05525997741542427,0.045549421990696795
0.036350762141813486,-0.018649862256734144,0.014172363324105482
0.0081470886719605,-0.03510658918617553,-0.24162061324223524
0.018081047119783783,0.04389054291054256,-0.09118209552509193
0.03586659008505404,-0.011880058147060321,0.021080378770556872
0.010293209047547549,0.12971703258709083,-0.259799344701005
-0.06159534639253262,-0.07414723836624874,-0.03331657310916104
0.05189419155708778,-0.047824277991313634,-0.009377907360769872
-0.06261216256700161,0.09393271322068329,0.10548894462895102
-0.009242036442663809,-0.0324851124296346,-0.049344014291838253
-0.07055906869599068,0.03393465307514479,0.18808647078952115
-0.01661929005597449,0.11126860759150586,0.06236700601172975
-0.06259152524574071,-0.1639457727976058,-0.22942836305902592
0.10505020921659643,-0.08448236238835251,-0.058633892502665486
-0.014414306380082148,0.042400702877460596,-0.05039725949953241
0.2519093445878626,-0.07980765274215401,0.013445095138619374
0.06150809096758289,0.06210131051597129,-0.0266903292330708
-0.07787394874846322,0.053690547524103245,0.10864367993776951
0.1090336414622776,0.03712966385576352,-0.06391784433456472
-0.04256482079672427,0.046379915821199325,-0.10291287886222711
-0.07410724340659677,0.04076387913988023,0.22635851560383372
-0.04503624522501061,0.07133701385390476,-0.0009713796416408208
-0.01624791013030922,-0.0739518584333908,-0.07262277871385325
-0.006937089774981035,-0.07163919335848605,0.1662174980334341
-0.20413546958170567,0.011363717631229965,-0.06486673256377896
0.010634774306258973,0.2166747157723495,-0.1375188200969383
-0.14588524283340037,-0.03295933760808136,-0.009882354729130486
-0.12777948031062078,-0.17667903865832152,0.10317190495916757
0.003095169420828288,0.016358990977008256,0.1407017984594287
-0.1486043045678606,-0.04207813462687301,0.006198436064625053
0.061540299651040374,0.01946481956594179,-0.03366061612780535
0.10887742305118134,0.05618191813470999,-0.05589213650285172
0.004773674607226542,-0.008112097641729026,0.13190888704247183
-0.023927908029726042,-0.23282334347164638,0.07059127787471091
-0.07460353960446797,-0.03061491944469404,0.03568908939057393
-0.2592582462915947,0.08123854094894163,0.07008767027622297
0.01717150100808863,0.05793666883784524,0.004311537566333738
-0.051092400250248096,-0.07306384184056171,-0.09371239711425777
0.08307290064035654,-0.07995663325082623,-0.029116541296244806
-0.16757822800031014,0.22560246850088528,0.030082966409124626
0.017100830436796187,-0.30326579409077803,-0.03451986779460792
-0.0004444288459666982,-0.0804585958522843,-0.1060281105885657
-0.14877290475190758,0.054417394848369216,0.21837771346790594
0.06940529495889566,0.14628382393902054,-0.09747282568571616
-0.1463535910454981,0.1968639831591685,-0.11913878417500072
-0.06353161391939333,-0.14088233943726802,-0.011285853306000068
0.02001633119730165,0.00921044209357599,-0.017365127874190676
-0.11899753450555682,0.03436739394338909,0.11369033407946794
-0.11180568619695924,-0.07378059543330386,-0.11750791698605999
0.05319814353204946,-0.2941994277849667,0.05586432079481248
0.124128557208196,0.05218655859024077,0.0950985083722046
-0.0128030846754402,-0.202924278848839,-0.14182484740401938
-0.03630253496717968,0.06810880876171273,-0.043253553460614755
-0.012985983479264895,0.050107593493308594,0.08980242142415952
0.18671245336483153,0.22167641234816177,0.057620571597256295
-0.10219939561744572,0.005512743207246965,-0.059376693386232346
-0.2111700906190888,0.05647158228760686,0.038702778915009436
-0.05883765478284799,-0.010863872984042627,-0.1656457579244208
0.06226392893378265,-0.013660698241557339,0.06200142687957529
0.07038614466659666,0.008820385276871715,-0.007950717504857855
0.028257085580946837,0.1390695372298609,-0.0019414833274551504
0.08352569062012162,-0.07078021212471194,-0.0051436381053262354
0.0933445049906055,0.060064552101755965,-0.03952618412562733
0.22533020711919946,0.022347882108497544,0.020959738684712837
0.08073438934467654,0.044157532108262745,0.07959112540536947
0.1330147148160808,-0.06680080413353724,0.01572056196972419
-0.1611014552643531,-0.00823760802458029,0.07107400949657879
-0.06958559668967518,0.0922610252351935,0.024067879799620502
0.08383600523776726,0.0011153426879884118,0.04286982124542459
